Token,Nodes,Smart_Contract_Flags,Dates
17241,"(3544302, 6862048, 6862053, 6862054, 6862156, 6862169, 6862177, 6862186)","(0, 0, 0, 0, 0, 0, 0, 0)","2023-07-18, 2024-01-23"
117254,"(507904, 860686, 1079731, 1507747, 2163770, 5224146, 5224331, 5224338)","(0, 0, 0, 0, 0, 0, 0, 0)","2022-12-15, 2022-12-26"
103725,"(4175087, 4184049, 4621467, 5536430, 5945257, 5950407, 5955113, 5955247)","(0, 1, 0, 1, 0, 1, 0, 1)","2023-03-18, 2023-04-27, 2023-04-30"
