timestamp,fromLabel,toLabel,tokenAddressLabel,fromIsContract,toIsContract
2016-02-25 10:50:12,4,8,2,1,1
2016-02-25 10:50:12,5,4,2,0,1
2016-02-25 10:50:12,5,8,2,0,1
2016-02-25 10:59:30,8,5,3,0,1
2016-02-25 10:50:12,4,8,4,0,1
2016-02-25 10:59:30,4,27,5,0,1
2016-02-25 10:59:30,8,9,3,0,1
