Token,Nodes,Smart_Contract_Flags,Dates,Temporal_Distance
52201,"(93511, 167890, 579825, 602778, 727911, 753947, 767558, 770162, 786597, 793732, 802261, 896998, 972153, 1185477, 1203458, 1409606, 1498210, 1843154, 1872187, 1968485, 1981090, 2379168, 3139402, 3181557, 3224645, 3443580, 3633980, 3761643, 3772803)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0)",['2022-07-08'],[]
60866,"(736207, 1142203, 1464612, 1832628, 1943169, 2932599, 2939470, 3146196, 3157851, 3182825, 3219637, 3361139, 3409552, 3459250, 3459314, 3471997, 3477814, 3497596, 3508020, 3508884, 3569760, 3659905, 3671019, 3676351, 3699628, 3768381, 3783586, 3861742, 3896781)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-07-08'],[]
69192,"(781380, 988796, 1018212, 1054375, 1144032, 1571471, 1604466, 1716261, 2026511, 2157031, 2206182, 2246945, 2293096, 2590322, 2624853, 2845236, 3106466, 3157169, 3189738, 3230708, 3332447, 3408925, 3425932, 3475271, 3557936, 3600411, 3658535, 3684964, 3698091)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-07-08'],[]
69301,"(68360, 853168, 1008595, 1033196, 1040230, 1233473, 1244956, 1719425, 1794821, 2229344, 2600671, 2733851, 2748098, 2904937, 2918235, 2995097, 3115910, 3163796, 3403491, 3420636, 3452058, 3579989, 3643632, 3650731, 3698962, 3709106, 3783229, 3894643, 3896772)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-07-08'],[]
69301,"(617879, 1040230, 1072796, 1097688, 1110283, 1189577, 1373447, 1612690, 1894073, 2000240, 2229344, 2562850, 2748098, 2904937, 3038479, 3137402, 3150996, 3188092, 3257174, 3483613, 3508797, 3635112, 3637389, 3637561, 3644724, 3659369, 3830586, 4042870, 4070150)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-08-07'],[]
69615,"(813471, 995709, 1530696, 1532280, 1791233, 2347153, 2347304, 3102442, 3337481, 3450025, 3510426, 3645397, 3715937, 3727457, 3845520, 3846835, 3848229, 3853098, 3883784, 3883785, 3883786, 3883787, 3883788, 3883789, 3883790, 3883791, 3883792, 3883793, 3885016)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-07-08'],[]
70225,"(787730, 924894, 1010148, 1058865, 1101766, 1190974, 1305494, 1919822, 1973062, 1973779, 2621606, 2678930, 2695695, 2708430, 2712184, 2775997, 3200396, 3223749, 3256591, 3363187, 3442452, 3479360, 3572190, 3653406, 3657164, 3659938, 3673973, 3685562, 3742455)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-07-08'],[]
73488,"(778259, 1153840, 1517681, 1524056, 1601175, 1641758, 1834938, 2353961, 2388414, 2765355, 2850081, 2864416, 2943730, 3012309, 3027044, 3040428, 3049241, 3126643, 3145491, 3213303, 3456500, 3520049, 3588517, 3651945, 3684212, 3703916, 3749709, 3894373, 3894945)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-07-08'],[]
73488,"(978622, 1044064, 1091849, 1299497, 1351704, 1426590, 1451536, 1679526, 1714155, 1808271, 2460098, 2465447, 2545136, 2884249, 2958469, 3047420, 3166618, 3271579, 3297487, 3399514, 3698737, 3727419, 3738065, 3971613, 3971852, 3971900, 3972489, 3976991, 3986452)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-08-02'],[]
74448,"(809460, 920414, 1122467, 1132154, 1248192, 1297107, 1437475, 1572627, 1706116, 1807836, 1982960, 2042467, 2267620, 2494008, 2548554, 2573117, 2587381, 2830393, 2905736, 2994516, 3260656, 3421508, 3564143, 3622500, 3648903, 3730980, 3753178, 3881486, 3897169)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",['2022-07-08'],[]
75618,"(1132200, 1245765, 1415409, 1603917, 1760271, 1803477, 1941347, 1946023, 2170644, 2263546, 2357955, 2634240, 3190560, 3335375, 3430127, 3540341, 3683234, 3882755, 3894767, 3896614, 3896900, 3896918, 3896993, 3897016, 3897059, 3897122, 3897192, 3897223, 3897247)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-07-08'],[]
75618,"(1418244, 1610847, 2079577, 2170644, 2233734, 2293876, 2319179, 2535082, 2641633, 2765524, 2988910, 3021434, 3032305, 3057582, 3066701, 3190560, 3294357, 3470929, 3499965, 3610615, 3673543, 3683234, 3790760, 3926367, 3959755, 3997642, 4049356, 4201995, 4203016)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-08-17'],[]
18805,"(98852, 450106, 597247, 616752, 628032, 937635, 951952, 957266, 1193004, 1326769, 1381865, 1426540, 1726453, 1781320, 2194751, 2233154, 2303940, 2610959, 2722442, 2904937, 2949074, 2963044, 3824113, 3839463, 3897693, 3903040, 3903041, 3909583, 3914983)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0)",['2022-07-09'],[]
18805,"(85564, 182499, 597728, 776269, 873986, 898388, 950439, 996713, 1008743, 1253804, 1364644, 1593128, 1726453, 1805861, 1940817, 2337685, 2519720, 2572183, 2816205, 2937540, 3072575, 3934051, 3934590, 3962646, 4267791, 4892025, 5262842, 5393277, 5393891)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",['2023-01-07'],[]
18805,"(525142, 576251, 704493, 743706, 819004, 896832, 898124, 1072502, 1154589, 1184696, 1210118, 1256597, 1987804, 1993808, 2307666, 2615495, 2937540, 2965434, 3115348, 3332117, 3414133, 3934051, 5009683, 5050148, 5428113, 5432984, 5434720, 5437922, 5438022)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0)",['2023-01-11'],[]
18805,"(176513, 190496, 449690, 597728, 890120, 978349, 979009, 1181476, 1638955, 1707129, 1935463, 2054440, 2331697, 2528204, 2711492, 2740022, 2825764, 3299662, 3332117, 4235044, 4313807, 5063860, 5262842, 5454717, 5547695, 5568352, 5598228, 5598989, 5601414)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2023-02-07'],[]
18805,"(98731, 957934, 964325, 1108916, 1109651, 1221992, 1279151, 1393228, 1726453, 1737406, 1793703, 1794743, 1873321, 2279248, 2615788, 2937540, 3513705, 3546083, 3934590, 4254631, 4314168, 4850367, 5362593, 5425682, 5454717, 5526756, 5543390, 5677448, 5678450)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",['2023-02-19'],[]
28226,"(1101322, 1102678, 1141782, 1185241, 1231707, 1250877, 1424444, 1449156, 1556415, 1557235, 1606055, 1711039, 1713612, 1852984, 1883221, 1910726, 1991146, 2100743, 2184021, 2513000, 2561037, 2564165, 2569738, 3003635, 3043589, 3044044, 3408253, 3476115, 3492612)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-07-09'],[]
39388,"(1758148, 1773373, 2025082, 2052364, 2079000, 2136865, 2167575, 2311267, 2331694, 2458914, 2538148, 2788598, 2872188, 2879282, 3062895, 3108369, 3146919, 3420823, 3589568, 3645327, 3744006, 3900279, 3900284, 3900307, 3900311, 3900327, 3900328, 3900342, 3900348)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-07-09'],[]
69233,"(910426, 1045395, 1049603, 1055806, 1104631, 1161687, 1195673, 1382267, 1562017, 2244953, 2391261, 2487998, 2737534, 2904937, 3104533, 3130472, 3167887, 3169718, 3169768, 3175934, 3195615, 3195947, 3195958, 3224059, 3269672, 3380779, 3787109, 3911075, 3912990)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-07-09'],[]
79306,"(1147148, 1172793, 1659530, 2064629, 2131700, 2404282, 2420508, 2518055, 2710007, 2737567, 2839383, 3236746, 3250373, 3289951, 3493575, 3521694, 3522702, 3579180, 3606110, 3645703, 3647411, 3652206, 3676587, 3872889, 3895699, 3910491, 3911326, 3914036, 3915635)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-07-09'],[]
19193,"(733348, 828191, 840334, 933170, 1003456, 1016866, 1020477, 1131049, 1133812, 1222323, 1261808, 1284621, 1296868, 1324349, 1379813, 1384373, 1421606, 1550984, 1964991, 2286206, 2299886, 2406833, 2417163, 2552514, 2669160, 2858166, 2904937, 3170124, 3750146)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0)",['2022-07-10'],[]
19193,"(434293, 750825, 765049, 812805, 882400, 916788, 956445, 982491, 992539, 1044289, 1052151, 1084873, 1110007, 1122501, 1173587, 1268008, 1338180, 1519573, 1530240, 1853022, 2498941, 2646390, 3684397, 3690039, 3962646, 4125003, 4210813, 4431045, 4699682)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0)",['2022-11-01'],[]
19193,"(588158, 683812, 768597, 768667, 1039990, 1109830, 1452338, 1519573, 2265372, 2378709, 2668043, 2865014, 2967553, 3959722, 4125003, 4280072, 4611255, 4678013, 4864996, 4906286, 4981099, 5189835, 5206809, 5261766, 5268166, 5372818, 5384919, 5660698, 5959457)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2023-03-01'],[]
30440,"(1110979, 1176695, 1378548, 1427190, 1609764, 1662778, 1896943, 1977077, 1980005, 2209287, 2217572, 2227400, 2237664, 2242576, 2242609, 2264674, 2287318, 2310738, 2491650, 2645518, 2758461, 2999290, 3162697, 3240285, 3250004, 3642146, 3642660, 3916138, 3924375)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",['2022-07-10'],[]
30440,"(986518, 1221092, 1494220, 1775672, 1779300, 1781203, 1788509, 1887482, 2082951, 2110736, 2142785, 2227924, 2229824, 2250942, 2337979, 2506683, 2613651, 2672951, 2673321, 2680025, 2886453, 2934676, 2951201, 3291770, 3440625, 3642146, 3676490, 4021360, 4270214)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",['2022-09-20'],[]
30440,"(1191552, 1861095, 1886467, 1922726, 2033691, 2368478, 2646237, 2662840, 3058257, 3061871, 3393662, 3455605, 3513705, 3560624, 3569988, 3642146, 3932358, 4058929, 4193541, 4221282, 4223664, 4271500, 4399474, 4608504, 4761277, 4945460, 5201254, 5328194, 5332370)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-12-28'],[]
30440,"(1104408, 1107264, 1529887, 1764400, 1791485, 1889270, 2034370, 2064501, 2075851, 2168439, 2233099, 2233112, 2234147, 2234623, 2307982, 2363616, 2532497, 2560581, 2684327, 2701054, 2717272, 3406059, 3642146, 3894257, 4064644, 4928214, 5059796, 5106675, 5531973)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0)",['2023-01-28'],[]
58744,"(1391983, 1617509, 1908920, 1936221, 2427823, 2712481, 3400147, 3453436, 3504297, 3527933, 3561093, 3726623, 3917523, 3917530, 3917547, 3917557, 3917563, 3917571, 3917579, 3917601, 3917625, 3917630, 3917631, 3917633, 3917638, 3917650, 3917653, 3917673, 3917678)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-07-10'],[]
63479,"(478154, 544913, 837649, 924263, 1010442, 1023812, 1043934, 1104385, 1128000, 1327224, 1420405, 1626554, 1642862, 1662467, 1836094, 2386630, 2392933, 2666379, 2809152, 3098407, 3141514, 3304844, 3431966, 3508226, 3634824, 3675957, 3713688, 3886214, 3929736)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",['2022-07-10'],[]
63479,"(727913, 913074, 958143, 971885, 1049920, 1127711, 1128478, 1191459, 1620846, 1785310, 1839306, 2096728, 2325704, 2854290, 2859704, 3062464, 3131048, 3146251, 3200097, 3270396, 3345063, 3691281, 3932544, 4235044, 4270687, 4660337, 4775848, 4798360, 4801568)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0)",['2022-10-29'],[]
63479,"(587488, 921907, 926750, 1009762, 1191459, 1550927, 1655262, 1740012, 1897198, 2075955, 2093105, 2172358, 2235396, 2281262, 2310935, 2675253, 2971875, 3431966, 3483496, 3518227, 3560901, 3589064, 3634150, 3699841, 3704055, 3932544, 4428295, 4824086, 4904189)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0)",['2022-11-07'],[]
63479,"(730863, 793013, 1017212, 1114037, 1118759, 1364504, 1642862, 1968231, 2087491, 2571612, 2809942, 3198512, 3295664, 3345063, 3431966, 3560901, 3634150, 3645575, 3779280, 3932009, 3932544, 3960130, 4314807, 4660337, 4673005, 4904189, 4961373, 4964192, 4965531)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0)",['2022-11-19'],[]
63479,"(736796, 916535, 1015547, 1068535, 1197013, 1232021, 1512484, 1578380, 1663693, 1711357, 1783828, 1958327, 2054248, 2235396, 2258532, 2420116, 2625409, 3084621, 3330392, 3466343, 3526084, 3581259, 3675806, 3932544, 3962646, 4997579, 4998468, 5009983, 5083230)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0)",['2022-12-03'],[]
63479,"(767924, 821933, 1020398, 1046448, 1242523, 1624666, 1724979, 1785310, 2172575, 2397420, 2397701, 2652263, 2761840, 2762298, 2854120, 3130681, 3131312, 3465490, 3549074, 3579859, 3834559, 3932544, 4660337, 4666268, 4919955, 5270370, 5511696, 5511941, 5518717)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0)",['2023-01-20'],[]
63479,"(204811, 895253, 1074262, 1120173, 1167641, 1228927, 1554900, 1564005, 2417676, 2601172, 2625393, 2854120, 3131312, 3200097, 3420977, 3651447, 3932544, 4032198, 4218997, 4608509, 4660337, 5017071, 5389111, 5657666, 6414149, 6434147, 6444058, 6487733, 6504640)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)",['2023-05-31'],[]
63479,"(741996, 834447, 1074262, 1078302, 1101968, 1130894, 1167641, 1314505, 1341747, 1624666, 2152813, 2178031, 2411854, 2668043, 3200097, 3267414, 3518227, 3703786, 3932544, 4660337, 4678844, 4919955, 5017071, 5608091, 6095345, 6414149, 6434147, 6487733, 6573592)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0)",['2023-06-01'],[]
63479,"(892018, 895522, 980332, 1003405, 1069987, 1101968, 1131530, 1429587, 1624666, 1933748, 3095276, 3157277, 3170356, 3238228, 3309366, 3932544, 3962646, 4608509, 4614328, 4660337, 4919955, 5062983, 5363867, 5531257, 5612679, 5639076, 6048865, 6573592, 6769275)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0)",['2023-06-29'],[]
63479,"(1016760, 1131530, 1229082, 1357301, 1755203, 1796685, 1937894, 2044468, 2439890, 2668043, 2919658, 3053040, 3131312, 3202303, 3388653, 3512272, 3512940, 3713688, 3932544, 3965871, 4919955, 4989417, 5835674, 5977603, 6035772, 6055160, 6100050, 6841121, 7346820)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0)",['2023-10-16'],[]
63479,"(822340, 1179451, 1187377, 1280532, 1313096, 1390725, 1492237, 1562586, 1576038, 1723439, 2362455, 2459840, 2780252, 2809152, 2974866, 3127317, 3131312, 3585227, 3932544, 3940533, 3943987, 4270214, 5088834, 5200168, 5633187, 6626063, 7403176, 7406100, 7451926)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2023-11-15'],[]
63479,"(765976, 904592, 912406, 1131530, 1165627, 1622620, 1622958, 1696420, 1899492, 2119842, 3053040, 3131312, 3131876, 3300010, 3368329, 3512272, 3697040, 3932544, 3992206, 4209018, 4270214, 4610552, 5255138, 5309385, 5697414, 6035772, 6265781, 6278293, 7121883)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2023-12-24'],[]
63479,"(866055, 1021007, 1067655, 1080372, 1131530, 1170796, 1184859, 1647433, 1740012, 2078444, 2275594, 2296125, 2342753, 2343947, 2343948, 2568100, 2631579, 2866327, 2886217, 2974866, 3300010, 3798822, 3932544, 3967120, 3996534, 4032198, 4771847, 7062581, 7330833)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1)",['2023-12-27'],[]
63479,"(924563, 999668, 1131530, 1379712, 1624666, 1739697, 2171121, 3435939, 3548600, 3932544, 3943987, 4008385, 4100512, 4318978, 4771847, 5174547, 5351770, 5508797, 5682894, 5697414, 6035772, 6278293, 7330867, 7471500, 7476788, 7567313, 7599554, 7642375, 7716075)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0)",['2024-02-02'],[]
69193,"(912383, 1061767, 1105911, 1127524, 1254421, 1668275, 1944853, 1952894, 2012006, 2238128, 2423075, 2583244, 2756406, 3068071, 3112490, 3263429, 3307421, 3404806, 3423213, 3538425, 3604783, 3670656, 3703837, 3742863, 3920512, 3925415, 3925618, 3925619, 3929253)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0)",['2022-07-10'],[]
71127,"(692283, 892091, 2039823, 2124367, 2323796, 2397757, 2875260, 2977415, 3139019, 3365124, 3411351, 3645430, 3647133, 3648411, 3660866, 3680882, 3722073, 3743820, 3833556, 3852306, 3890300, 3891037, 3898922, 3921319, 3921542, 3923285, 3926413, 3928525, 3930122)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-07-10'],[]
73345,"(478154, 1577794, 1691319, 1896005, 2213650, 2342856, 2391994, 2593508, 2880157, 3077185, 3279238, 3298626, 3489862, 3568786, 3582759, 3620707, 3644801, 3678151, 3690157, 3702104, 3867130, 3922239, 3923991, 3924016, 3924017, 3924019, 3924192, 3925865, 3929873)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-07-10'],[]
78146,"(1459346, 1903406, 1903418, 1940132, 2080027, 2709807, 2818226, 3243632, 3251147, 3251148, 3289776, 3442012, 3507616, 3554417, 3588071, 3590374, 3603110, 3644575, 3648095, 3654809, 3677813, 3680502, 3691315, 3725575, 3764592, 3812879, 3833935, 3916117, 3927465)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-07-10'],[]
22449,"(673818, 1085527, 1240723, 2314180, 2420546, 2541616, 2904937, 3016705, 3033613, 3091673, 3224410, 3361149, 3363450, 3541120, 3618216, 3629127, 3642253, 3643890, 3645253, 3648711, 3649537, 3651687, 3696518, 3717271, 3734200, 3738019, 3831928, 3831929, 3831932)","(0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-07-31'],[]
28751,"(820753, 994638, 999152, 1050588, 1076148, 1104021, 1136198, 1154410, 1155774, 1235981, 1337967, 1407053, 1497553, 1579416, 1677021, 1737235, 1748471, 1800848, 1919729, 2187088, 2221197, 2367138, 2397143, 2534303, 2708077, 2855933, 2904937, 3080029, 3903306)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0)",['2022-07-31'],[]
49039,"(895938, 1138134, 1398994, 1540003, 1786364, 1893455, 1920880, 1959050, 2129473, 2224347, 2236969, 2445903, 2485265, 2508427, 2688075, 2841619, 2925189, 3099884, 3163243, 3187975, 3291502, 3420618, 3523297, 3642448, 3935959, 3936690, 3942796, 3942797, 3943225)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-07-31'],[]
59096,"(564231, 702287, 953181, 1153416, 1338448, 1338688, 1536660, 1692123, 1760376, 2402799, 2746732, 2904937, 2933436, 2936267, 3324047, 3353908, 3633513, 3642948, 3699336, 3704473, 3708319, 3745423, 3788546, 3848336, 3932305, 3936425, 3942461, 3943432, 3944232)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-07-31'],[]
69090,"(430762, 1046257, 1161194, 1221424, 1517536, 1871457, 1980706, 2130693, 2240060, 2343409, 2458296, 2740277, 3126202, 3192496, 3197632, 3199748, 3271296, 3347432, 3524421, 3565592, 3661841, 3662805, 3670521, 3743317, 3861503, 3912272, 3931667, 3939717, 3940176)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-07-31'],[]
69090,"(788449, 850065, 893798, 1242466, 1255740, 1566317, 1717979, 1789138, 2067051, 2078809, 2193183, 2322998, 2366283, 2444447, 3056288, 3130939, 3216144, 3368324, 3411302, 3423001, 3433480, 3469565, 3632252, 3643902, 3653258, 3709568, 3809051, 4114579, 4218110)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-09-14'],[]
69090,"(810513, 892161, 1119615, 1166499, 1388445, 1594170, 1748583, 1820967, 2165972, 2869779, 3127838, 3157222, 3297678, 3352443, 3396716, 3499617, 3649371, 3659369, 3743195, 3939717, 4064422, 4286191, 4361211, 4611035, 4611359, 5070948, 5171047, 5259137, 5262364)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-12-19'],[]
69211,"(734209, 764755, 1000283, 1153449, 1265947, 1312063, 1497301, 1742690, 1900213, 2194786, 2397701, 2399663, 2529608, 2841722, 2843014, 2910901, 3011215, 3170337, 3277684, 3528065, 3581450, 3650993, 3682248, 3695000, 3710518, 3853699, 3911058, 3932117, 3943233)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-07-31'],[]
69211,"(107722, 916865, 1702408, 1952993, 1969441, 2457290, 2481758, 2660114, 2709904, 2841840, 2878680, 2991111, 3011215, 3146997, 3194949, 3329642, 3508898, 3595075, 3704986, 3709568, 3798081, 3853699, 3911058, 4136373, 4266871, 4277727, 4363970, 4366608, 4368594)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",['2022-09-14'],[]
