Token,Nodes,Smart_Contract_Flags,Dates
746,"(82069, 91059, 93360, 93874, 93895, 94004, 104369, 104572, 109322, 110563, 151827, 153081, 153746, 154545, 155341, 155872, 155877, 165222, 169353, 169593, 169678, 170112, 171153, 171443, 175047, 175298, 177449, 178272, 180690, 180855, 181183, 181485, 181765, 182044, 182587, 182671, 183836, 186281, 187372, 187716, 187880, 188982, 189153, 189920, 189975, 191351, 191945, 192542, 192883, 193125, 193228, 193910, 197439, 198080, 199078, 209258, 209725, 213857, 215886, 225994, 227348, 231043, 231179, 236993, 291747, 327715, 392680, 394956, 404014, 405883, 417010, 418383, 418464, 421105, 424302, 428184, 428780, 435858, 436578, 440006, 441182, 441325, 444981, 445223, 445637, 455310, 466644, 468147, 469046, 469127, 470229, 474965, 476084, 477943, 478292, 478331, 478530, 478531, 478602, 478615)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0)",2020-02-02
858,"(106253, 106284, 159203, 159216, 159217, 159222, 166177, 171171, 171174, 171175, 171178, 171181, 171190, 171192, 171198, 171202, 171204, 171206, 171292, 171432, 171433, 181545, 185080, 185081, 185082, 185083, 185084, 185085, 185086, 185087, 185088, 185089, 185091, 185092, 185093, 185094, 185095, 185096, 185100, 185101, 185103, 185105, 185106, 185107, 185108, 185109, 185110, 185111, 185112, 185113, 185115, 185116, 185117, 185118, 185119, 185120, 185121, 185122, 185123, 185124, 185126, 185127, 185128, 185129, 185131, 185137, 185139, 185140, 185141, 185142, 185143, 185144, 185145, 185146, 185148, 185149, 185150, 185151, 185152, 185153, 185154, 185155, 185157, 185160, 185161, 185163, 185167, 185168, 185169, 185170, 185171, 185173, 185174, 185175, 185176, 185177, 185179, 185181, 185183, 185184)","(0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2019-01-18
666,"(2514, 2818, 4934, 26501, 62885, 63642, 67217, 87682, 88630, 91050, 93845, 94031, 95308, 95309, 102846, 104353, 104379, 104598, 106098, 107928, 107932, 108634, 108808, 109046, 109071, 109580, 109611, 109614, 109620, 109801, 109892, 110307, 110563, 111161, 111854, 111882, 112172, 112420, 131724, 148840, 151180, 151314, 153122, 154955, 155363, 155763, 156029, 156187, 156229, 156233, 156428, 156475, 156532, 156934, 158846, 158847, 158848, 158964, 160927, 161367, 162811, 162889, 163686, 165103, 165233, 166173, 168367, 169244, 169778, 170499, 170911, 171219, 171307, 174783, 175965, 178603, 181051, 183307, 183715, 185507, 185510, 186439, 186978, 187233, 187321, 187401, 187445, 187458, 187639, 187674, 187680, 187682, 187683, 187725, 187749, 187764, 187768, 187770, 187779, 187783)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0)",2019-02-01
1002,"(1052, 70417, 82069, 84495, 89887, 94042, 95529, 99178, 102181, 107877, 108616, 108809, 108860, 151830, 152596, 153582, 153827, 154545, 155800, 155872, 156449, 157039, 158927, 164727, 168274, 168807, 169244, 169634, 169648, 169652, 169659, 169696, 169699, 169753, 170160, 170234, 171112, 174572, 174735, 174777, 175711, 177876, 178130, 178433, 179038, 179182, 179556, 180460, 180690, 181171, 182388, 182523, 182833, 182837, 182856, 183884, 184014, 184227, 185710, 185766, 185768, 185795, 185829, 185880, 185944, 186000, 186172, 186200, 186325, 186539, 186605, 186606, 186851, 187573, 187774, 188015, 188220, 188344, 188462, 188714, 188949, 188982, 189725, 189917, 189920, 190158, 190159, 190293, 190310, 190344, 190378, 190382, 190401, 190451, 190457, 190501, 190527, 190548, 190579, 190586)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2019-02-16
1002,"(75110, 88631, 91059, 95049, 102313, 102434, 103313, 105394, 109322, 148855, 150990, 151647, 153707, 155145, 155763, 155872, 162742, 164339, 165714, 168807, 169593, 169678, 171023, 171112, 175513, 178272, 180894, 180923, 181171, 181183, 182246, 182523, 183541, 183788, 185550, 185983, 187057, 189153, 189764, 189916, 191364, 191459, 191465, 191724, 191815, 192114, 192339, 193051, 193126, 193220, 193901, 194365, 195103, 209739, 210437, 210591, 210781, 213096, 215047, 215101, 215643, 215915, 216492, 217825, 222755, 224128, 224567, 228104, 230659, 232540, 327715, 390600, 391067, 394620, 395675, 400780, 409974, 410480, 410712, 413467, 413944, 414891, 418709, 424257, 426554, 428184, 429034, 430547, 435855, 436578, 436637, 436712, 437147, 437792, 437809, 437882, 437892, 437893, 438043, 438044)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2019-10-02
1002,"(51670, 88630, 102434, 104597, 106426, 109322, 111148, 151358, 151664, 152626, 153690, 153763, 155341, 155539, 158732, 162203, 171112, 171430, 177360, 177698, 180690, 182523, 182837, 183788, 184223, 185214, 185366, 185496, 185530, 185550, 185768, 185795, 186131, 187688, 187910, 188344, 188842, 189100, 189681, 189764, 189910, 191465, 191634, 192339, 193051, 194214, 194224, 195253, 197188, 200109, 209485, 210437, 213096, 213857, 217976, 222755, 226207, 232907, 237390, 237445, 312188, 327715, 390600, 392317, 392680, 394350, 394592, 400780, 401622, 404989, 405883, 414236, 414299, 416479, 417945, 417987, 424302, 428184, 429034, 429215, 436128, 436899, 438122, 440429, 441869, 444438, 446437, 447630, 448210, 448212, 448340, 449477, 449478, 450189, 452995, 453911, 453912, 453914, 453918, 454090)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2019-11-15
1002,"(90842, 95317, 99178, 105378, 109322, 151664, 152581, 154946, 156619, 162203, 167451, 168174, 168807, 169678, 169686, 169758, 170238, 171112, 173639, 174709, 180448, 180487, 180567, 180690, 180894, 181183, 182523, 183541, 183754, 183788, 184358, 184416, 184693, 184790, 185530, 185795, 187255, 188911, 189404, 189681, 190770, 191459, 192731, 193240, 193320, 194061, 194656, 199078, 199213, 207714, 207734, 208716, 209485, 210087, 211964, 212701, 213096, 214597, 214983, 215047, 215101, 222402, 229572, 231873, 233654, 236548, 237390, 393266, 393534, 399969, 414891, 416506, 418505, 419970, 423866, 424505, 424679, 425603, 428652, 430202, 435703, 436225, 441323, 448210, 449250, 450568, 457235, 458522, 459590, 459602, 461146, 461372, 461387, 461665, 461944, 461950, 461961, 461966, 462309, 462311)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2019-12-19
1002,"(75703, 82069, 95317, 99178, 103313, 105378, 106002, 109322, 150990, 151664, 154545, 155861, 162203, 167803, 167808, 169324, 169593, 169714, 169758, 170238, 175314, 175521, 177449, 180448, 180690, 180923, 180945, 181183, 182523, 183306, 183541, 183735, 183788, 185366, 185832, 185952, 187716, 187880, 187910, 188460, 188725, 189639, 189910, 190041, 190596, 190770, 191465, 192154, 193009, 193051, 193320, 201297, 210781, 211964, 212701, 213096, 213857, 217601, 222755, 224128, 226207, 226769, 233654, 236548, 237390, 291747, 327715, 390600, 392907, 401623, 409974, 412849, 414236, 418505, 421339, 424302, 424410, 430404, 430413, 431642, 431773, 431886, 432794, 434113, 434676, 435703, 436489, 439664, 444209, 445826, 447918, 459811, 460826, 461732, 464845, 464846, 465271, 466151, 466163, 466218)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2020-01-02
1002,"(72584, 75110, 75703, 84299, 87682, 91059, 94069, 95134, 99178, 106002, 109322, 152581, 153250, 153582, 154545, 155800, 156703, 161561, 165222, 168274, 169378, 169390, 170106, 170184, 171112, 175314, 180690, 180923, 181183, 181189, 181485, 185366, 185550, 185952, 186114, 187478, 187864, 188725, 188842, 188907, 189404, 189577, 189639, 190041, 190596, 191133, 191465, 191945, 192154, 192637, 194061, 194604, 195822, 198080, 198291, 199078, 199213, 208039, 208316, 208404, 208446, 210087, 212941, 213096, 226332, 230095, 231873, 234355, 237050, 327715, 393549, 395626, 399969, 400772, 413755, 413944, 414240, 415734, 425180, 430384, 430544, 431650, 435738, 439755, 445789, 446617, 447273, 459347, 459419, 460971, 464846, 466549, 466644, 466909, 467444, 469704, 469707, 469713, 469742, 469766)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)",2020-01-12
484,"(72187, 74264, 81321, 84495, 90765, 92092, 92093, 92181, 92228, 93879, 93881, 94069, 94161, 95529, 95904, 98046, 102083, 102292, 104301, 105072, 106876, 109726, 109776, 112122, 150948, 155338, 155539, 155880, 156737, 164947, 165205, 170108, 170166, 170989, 171182, 175847, 184255, 185569, 187863, 188624, 188874, 190314, 191984, 192123, 192327, 192442, 192644, 193068, 193105, 193114, 193140, 193223, 193238, 193322, 193328, 193340, 193341, 193363, 193372, 193432, 193441, 193814, 193842, 194043, 194298, 194378, 194872, 196816, 196978, 197108, 197125, 197567, 197863, 198085, 200059, 200195, 200324, 200436, 200692, 200969, 201564, 204700, 206192, 206761, 207112, 207165, 207646, 207767, 207906, 208912, 209650, 210473, 210474, 210569, 210589, 210599, 210665, 210669, 210874, 210887)","(0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2019-03-29
484,"(55064, 65843, 74264, 92093, 92228, 94993, 98046, 105012, 108770, 155539, 157676, 175813, 175847, 182551, 183723, 186644, 187863, 189778, 191992, 192005, 192296, 192310, 192329, 192881, 193117, 193135, 193140, 193234, 193322, 193338, 193341, 194316, 194738, 195179, 195238, 195243, 195254, 196261, 196348, 196816, 196959, 196978, 197430, 198108, 199026, 199785, 200324, 200542, 200653, 200886, 200969, 201261, 209505, 211931, 211977, 215882, 224759, 228662, 229252, 229666, 231179, 236987, 237202, 390021, 391193, 391555, 393111, 394108, 396513, 396793, 397261, 397269, 397500, 398868, 401300, 401340, 401346, 401417, 401453, 401886, 402127, 402128, 402963, 403387, 404193, 406350, 407345, 412449, 412598, 412817, 418169, 418382, 418384, 423457, 423585, 424745, 424826, 424833, 424856, 424886)","(0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0)",2019-08-17
3395,"(1322, 7200, 44553, 56599, 67257, 90082, 99178, 103242, 107103, 107886, 108003, 155607, 170227, 175209, 183120, 183635, 192828, 201075, 215527, 232070, 232163, 233573, 403639, 405727, 421330, 423673, 424627, 434714, 436857, 436886, 436944, 438266, 439728, 442148, 442149, 444928, 445020, 445803, 449439, 449763, 450143, 452287, 453064, 454989, 461276, 462516, 465061, 468081, 470403, 474967, 475604, 476012, 478711, 479717, 489724, 490894, 500337, 500510, 500554, 500640, 500643, 501215, 501247, 501431, 501473, 501543, 501576, 502007, 502071, 502086, 502088, 502116, 502124, 502131, 502138, 502154, 502160, 502172, 503693, 503811, 503822, 503855, 503867, 503898, 503908, 503909, 503912, 503943, 503976, 503980, 503994, 504013, 504048, 504051, 504118, 504122, 504136, 504137, 504150, 504158)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2020-02-12
3481,"(84063, 102720, 105491, 179457, 183272, 185986, 186228, 189733, 201214, 210078, 227073, 232058, 234854, 397491, 398954, 399481, 430344, 433338, 433686, 433773, 433798, 434680, 434871, 438700, 439191, 445980, 446631, 454013, 454032, 454050, 454497, 455437, 466394, 475584, 477084, 477300, 477349, 477553, 478935, 500314, 500384, 500408, 506762, 506763, 506764, 506765, 506767, 506768, 506769, 506771, 506774, 506776, 506777, 506778, 506779, 506780, 506781, 506783, 506784, 506785, 506786, 506799, 506800, 506801, 506802, 506803, 506804, 506805, 506806, 506807, 506808, 506809, 506810, 506811, 506812, 506813, 506814, 506815, 506816, 506817, 506818, 506819, 506820, 506821, 506826, 506827, 506828, 506830, 506833, 506835, 506837, 506839, 506840, 506841, 506842, 506848, 506849, 506850, 506851, 506852)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",2020-02-14
1814,"(103313, 105592, 169418, 169714, 177455, 177898, 179021, 180346, 184504, 185250, 185550, 189088, 193699, 214597, 216301, 231528, 398012, 400625, 400791, 400816, 400831, 400853, 400893, 400934, 401068, 401735, 403555, 404021, 407663, 410630, 412657, 412658, 413020, 417667, 424458, 428202, 428559, 429034, 429145, 429298, 430547, 431690, 432424, 433732, 434042, 434044, 435409, 436592, 437884, 438587, 439229, 439608, 439966, 440927, 442017, 444442, 445202, 446097, 446384, 446540, 446669, 448252, 448265, 449996, 450375, 451081, 452122, 454938, 455341, 459043, 459343, 461719, 463654, 464454, 464460, 464968, 466188, 466744, 468130, 468846, 469351, 469387, 471718, 474129, 475593, 475624, 478190, 478596, 490662, 506947, 508716, 510595, 526628, 528422, 532388, 532745, 532772, 532814, 532847, 532860)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2020-03-14
3223,"(85665, 88776, 93881, 95049, 111753, 153047, 160867, 166403, 170358, 171182, 171325, 175845, 178641, 180690, 182587, 183751, 185952, 186887, 187057, 192825, 193699, 194611, 199269, 206669, 214545, 222811, 232108, 236511, 248228, 327715, 406550, 414299, 414406, 414649, 417803, 425690, 430037, 436348, 440330, 440658, 446682, 458100, 458215, 463909, 468417, 469135, 469148, 470604, 470619, 472653, 473151, 476147, 476352, 478366, 499877, 499957, 501551, 501596, 504092, 504786, 507557, 510506, 516868, 516976, 524038, 524843, 525546, 528296, 528310, 528377, 529749, 530856, 530862, 530863, 530864, 530866, 530867, 530868, 531120, 532761, 535146, 535660, 536144, 536146, 536147, 536417, 536418, 536419, 536420, 536421, 536422, 536423, 536424, 536425, 536426, 536427, 536430, 536432, 536433, 536435)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2020-03-19
3223,"(88776, 93874, 102434, 111343, 153542, 169324, 171211, 174972, 175314, 179400, 180690, 181365, 182580, 183751, 185866, 186437, 190041, 190596, 193699, 193751, 196884, 200692, 209739, 225915, 327715, 396793, 406460, 410520, 410630, 412657, 414299, 417614, 428202, 430547, 434272, 435703, 435730, 436348, 438193, 440330, 444257, 444259, 445723, 446682, 455310, 458215, 461124, 463916, 468417, 469105, 469109, 473627, 474131, 474998, 475082, 476147, 478311, 478375, 499877, 501395, 501494, 501567, 501571, 501596, 501940, 503859, 503864, 504092, 506344, 507330, 507563, 512497, 514346, 526617, 528377, 528692, 528899, 532501, 532874, 534010, 534668, 536417, 537273, 539925, 540752, 540753, 543349, 544036, 546056, 546086, 546088, 546092, 546094, 546095, 547528, 547701, 547755, 547822, 547915, 547934)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2020-04-20
2557,"(833, 8864, 75703, 102056, 111753, 155857, 169620, 186398, 187751, 194209, 194405, 209141, 210437, 228710, 322777, 392213, 402308, 405351, 421298, 431297, 431644, 435247, 435918, 437868, 438236, 440123, 450333, 451015, 454347, 454467, 454771, 454845, 455228, 455389, 455443, 455909, 457923, 458307, 459124, 459944, 460275, 461282, 461345, 461769, 461873, 462325, 463599, 463666, 463759, 463826, 463886, 464094, 464260, 464603, 464700, 464703, 466744, 466803, 467325, 467729, 468141, 469232, 469601, 470332, 472400, 473032, 473261, 473969, 474117, 474985, 475170, 475190, 475445, 475933, 475938, 476261, 476390, 478551, 497362, 500198, 507541, 515425, 515516, 515534, 525141, 526396, 526405, 526610, 530056, 531105, 531899, 538882, 541405, 542785, 543070, 544768, 545511, 548604, 548674, 548830)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",2020-04-23
4939,"(555530, 555532, 555535, 555540, 555541, 555544, 555545, 555549, 555555, 555557, 555559, 555561, 555568, 555570, 555793, 555794, 555796, 555811, 555812, 555814, 555816, 555818, 555826, 555827, 555829, 555836, 555838, 555839, 555840, 555842, 555845, 555848, 555849, 555850, 555851, 555857, 555861, 555875, 555881, 555884, 555893, 555900, 555901, 555902, 555910, 555914, 555930, 555939, 555952, 555962, 555985, 556023, 556078, 556176, 556178, 556184, 556186, 556221, 556225, 556230, 556233, 556236, 556244, 556246, 556249, 556251, 556258, 556263, 556270, 556278, 556285, 556287, 556288, 556322, 556338, 556339, 556357, 556400, 556405, 556426, 556660, 557168, 557218, 557411, 557434, 557752, 557922, 558442, 558918, 559119, 559878, 560095, 560097, 560479, 560569, 560901, 561245, 561312, 561546, 561703)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2020-05-30
4939,"(555533, 555552, 555811, 555851, 555910, 555962, 556097, 556258, 556326, 556382, 557752, 560901, 563540, 578364, 581034, 581268, 583333, 587064, 594942, 595754, 601390, 604187, 648834, 672202, 681803, 682046, 685430, 687487, 692368, 699440, 700246, 702659, 705307, 708516, 709219, 717193, 717678, 717936, 722054, 725323, 726164, 726379, 726477, 729282, 730694, 732091, 741677, 746470, 748361, 769170, 773323, 774932, 777561, 783260, 790424, 791764, 792057, 794422, 806561, 810618, 821411, 823822, 825843, 830720, 836918, 837411, 837675, 838084, 839075, 857674, 862243, 868514, 868580, 869599, 871776, 876611, 878972, 880451, 883924, 895499, 898777, 908082, 942595, 944580, 948989, 985335, 1009186, 1011986, 1030645, 1043152, 1980971, 2216912, 3415602, 3481859, 3544430, 3623633, 3625030, 3625890, 3628653, 3631836)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2022-05-29
