Token,Nodes,Smart_Contract_Flags,Dates
15510,"(190132, 211219, 704646, 761361, 802304, 806527, 834393, 858036, 939012, 943559, 956455, 989454, 999486, 1005141, 1017144, 1051124, 1073914, 1088142, 1091862, 1115856, 1122702, 1125575, 1126437, 1137405, 1140640, 1148835, 1150244, 1159852, 1171855, 1178306, 1180682, 1190948, 1194628, 1197250, 1205107, 1210460, 1213966, 1217321, 1224674, 1236482, 1243823, 1247327, 1257609, 1309841, 1319772, 1323531, 1336000, 1357158, 1362408, 1364609, 1377009, 1381167, 1384105, 1384113, 1384521, 1385049, 1391809, 1397487, 1411533, 1420974, 1440774, 1451347, 1452180, 1455611, 1456233, 1457089, 1459910, 1460919, 1461495, 1461524, 1461552, 1464130, 1464482, 1464768, 1464798, 1464835, 1465548, 1468670, 1468688, 1469539, 1469573, 1469912, 1469937, 1520915, 1578819, 1579066, 1582072, 1609088, 1615204, 1618538, 1636307, 1653526, 1661913, 1662508, 1662604, 1663501, 1665591, 1665798, 1666162, 1667457)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2021-10-24
17462,"(18638, 441358, 449437, 671874, 681870, 718068, 721727, 729595, 733325, 737602, 754663, 756507, 804417, 805174, 823583, 851676, 854538, 856626, 873880, 884349, 910487, 920238, 923640, 927346, 938547, 955852, 962650, 963568, 975209, 983346, 988878, 1015376, 1020700, 1043473, 1052810, 1058375, 1066493, 1089436, 1112263, 1113512, 1118683, 1118927, 1163179, 1172318, 1175271, 1197434, 1199361, 1199601, 1204039, 1205626, 1205937, 1216082, 1222179, 1228403, 1233823, 1235471, 1242275, 1248630, 1254852, 1282063, 1283279, 1325741, 1353190, 1376671, 1378068, 1379401, 1394561, 1398722, 1414889, 1415091, 1434430, 1443396, 1458727, 1464677, 1482874, 1504956, 1519442, 1540376, 1542124, 1563107, 1572566, 1577645, 1582398, 1594879, 1624589, 1630247, 1648331, 1650260, 1651095, 1651369, 1654488, 1654809, 1657917, 1668093, 1668305, 1670236, 1671993, 1672606, 1674944, 1675526)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2021-10-25
13191,"(701381, 711434, 726887, 743842, 744872, 758467, 771044, 783423, 786516, 793472, 796628, 799330, 809183, 811552, 840840, 842663, 876741, 892018, 894821, 895952, 907572, 913309, 920324, 924589, 926015, 926449, 928539, 947347, 964203, 964227, 965603, 986565, 986903, 1018869, 1020047, 1031779, 1033648, 1050209, 1056783, 1058860, 1059457, 1062302, 1077034, 1080259, 1080825, 1088092, 1088599, 1096831, 1097999, 1099020, 1117427, 1118254, 1128339, 1129025, 1139060, 1142493, 1142920, 1150413, 1157974, 1163023, 1172241, 1173827, 1227279, 1245072, 1246585, 1255391, 1261094, 1266174, 1283583, 1284303, 1288088, 1293523, 1312942, 1314338, 1321466, 1330699, 1345594, 1349524, 1358070, 1358228, 1366364, 1377693, 1384648, 1405190, 1433502, 1446514, 1464758, 1509879, 1511302, 1518426, 1526123, 1533609, 1542691, 1550956, 1571499, 1598375, 1646973, 1655122, 1671814, 1679891)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2021-10-26
18082,"(163233, 361011, 434410, 678825, 793236, 803560, 825426, 870104, 886680, 886991, 890779, 898214, 899802, 959451, 969368, 1019181, 1024556, 1041276, 1067328, 1069419, 1098822, 1098827, 1098853, 1098869, 1098891, 1098900, 1098921, 1103687, 1109093, 1109344, 1115228, 1126441, 1130422, 1143998, 1149129, 1188575, 1191225, 1195376, 1203944, 1204343, 1204908, 1206428, 1210422, 1214978, 1224571, 1225457, 1227207, 1245880, 1250950, 1262677, 1267397, 1268919, 1272397, 1304591, 1318983, 1334329, 1337642, 1339129, 1351025, 1370365, 1374947, 1376666, 1385806, 1390905, 1399694, 1423738, 1443911, 1450183, 1461969, 1462118, 1463112, 1466558, 1477144, 1483228, 1492306, 1498441, 1499374, 1520517, 1540193, 1543228, 1549858, 1575721, 1592802, 1607292, 1626039, 1651718, 1664705, 1664851, 1664867, 1664893, 1664909, 1664935, 1665316, 1665781, 1675322, 1676921, 1679427, 1679760, 1683751, 1683816)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2021-10-27
18284,"(102054, 164821, 584032, 594155, 690427, 702356, 730918, 791497, 792603, 827450, 851657, 853334, 870954, 876222, 895325, 932544, 942138, 974855, 986699, 989624, 999860, 1048428, 1050550, 1075377, 1076406, 1085162, 1102116, 1119410, 1126249, 1130354, 1131760, 1143658, 1144612, 1147477, 1149648, 1156109, 1167511, 1174485, 1176826, 1184030, 1196687, 1205229, 1224821, 1226021, 1265359, 1282577, 1286235, 1289342, 1295452, 1297860, 1316228, 1321662, 1324026, 1327881, 1347199, 1347304, 1352151, 1353727, 1367892, 1392521, 1395633, 1408508, 1419941, 1420337, 1421892, 1438045, 1450732, 1452960, 1453162, 1454903, 1475500, 1494778, 1508090, 1528773, 1530428, 1538345, 1540360, 1554460, 1559111, 1574050, 1576535, 1578811, 1586023, 1593085, 1598456, 1600469, 1689982, 1695224, 1695328, 1695612, 1695864, 1695969, 1696768, 1696993, 1698547, 1698766, 1700924, 1700973, 1700982, 1701469)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2021-10-30
14349,"(30414, 562709, 775253, 792562, 833481, 900594, 916105, 916532, 927228, 946392, 956593, 1034818, 1042203, 1045046, 1055329, 1071751, 1075437, 1081366, 1101256, 1121465, 1178478, 1180598, 1191724, 1197685, 1198856, 1203909, 1204742, 1212639, 1214009, 1214871, 1215943, 1225096, 1228242, 1237008, 1241223, 1242820, 1243412, 1244121, 1252162, 1253937, 1255444, 1268758, 1288951, 1293172, 1298056, 1305613, 1307763, 1309346, 1321503, 1328456, 1334506, 1337299, 1346589, 1347304, 1348970, 1350715, 1352066, 1359134, 1371997, 1372153, 1372212, 1372281, 1372301, 1372429, 1372681, 1372694, 1372720, 1372785, 1373432, 1373989, 1374190, 1375199, 1378091, 1379578, 1381625, 1392776, 1398994, 1401099, 1406304, 1408429, 1411229, 1415484, 1420238, 1424216, 1430455, 1439201, 1445233, 1484541, 1503676, 1526417, 1527199, 1531527, 1550437, 1554954, 1555094, 1594303, 1595800, 1708433, 1709917, 1711317)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",2021-11-01
14349,"(530015, 714607, 813023, 855141, 907871, 912413, 917641, 946392, 950726, 986521, 1012786, 1044800, 1054142, 1059873, 1074893, 1080512, 1081580, 1087249, 1103275, 1109948, 1116298, 1118287, 1132617, 1132634, 1184227, 1193396, 1198139, 1202305, 1206643, 1208974, 1212778, 1215943, 1230174, 1232784, 1233630, 1242521, 1242820, 1253414, 1261679, 1264329, 1272800, 1288951, 1297798, 1300030, 1301459, 1303165, 1309351, 1309750, 1309936, 1310551, 1350214, 1352104, 1369570, 1371230, 1372239, 1372373, 1372573, 1379981, 1381958, 1391951, 1400053, 1426991, 1453318, 1464194, 1493130, 1494714, 1516669, 1527199, 1533314, 1542059, 1572581, 1577625, 1595800, 1612378, 1620896, 1658096, 1682830, 1720190, 1799329, 1832649, 1901739, 1906408, 1924011, 1941940, 1950419, 2005882, 2059938, 2104387, 2104778, 2104811, 2275960, 2475711, 2476038, 2522955, 2557738, 2642802, 2678657, 2785948, 2812504, 2852955)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2022-02-13
17098,"(29767, 83970, 161284, 185818, 406057, 473201, 617215, 617472, 675566, 699327, 706562, 709711, 718956, 728102, 735890, 786839, 805291, 833418, 857073, 859489, 879387, 881986, 897620, 939756, 945884, 951880, 974706, 975432, 983752, 988459, 1003581, 1005660, 1013258, 1035176, 1037118, 1040933, 1056731, 1065639, 1067897, 1078047, 1082477, 1101043, 1102521, 1113062, 1113592, 1140599, 1149017, 1151632, 1151771, 1154480, 1155072, 1159290, 1161974, 1164249, 1198150, 1206862, 1209383, 1220520, 1220664, 1231931, 1242408, 1243420, 1246778, 1263456, 1266057, 1287883, 1311642, 1328390, 1335411, 1345588, 1377930, 1402644, 1438224, 1446220, 1458139, 1460169, 1480980, 1491788, 1514005, 1560191, 1578823, 1581793, 1584998, 1589821, 1591085, 1593892, 1595492, 1607837, 1607856, 1644190, 1648373, 1653374, 1657164, 1664095, 1668935, 1677458, 1700809, 1716238, 1718454, 1720215)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2021-11-02
17098,"(4269, 13535, 26296, 36911, 79313, 98619, 161438, 161996, 190964, 462794, 475180, 480994, 532103, 711045, 713564, 727911, 730813, 730995, 741843, 777658, 781555, 849217, 869957, 900027, 929297, 936905, 938970, 939756, 944322, 944869, 953179, 1000525, 1017361, 1018212, 1021028, 1053278, 1060163, 1069241, 1070021, 1098209, 1100794, 1105028, 1106940, 1107681, 1108515, 1117982, 1121180, 1130173, 1133821, 1136714, 1164249, 1191850, 1210933, 1212230, 1218723, 1263456, 1269385, 1282124, 1284397, 1329312, 1333370, 1335411, 1342015, 1358501, 1361549, 1378631, 1408242, 1420337, 1488763, 1489741, 1510524, 1537174, 1589543, 1590890, 1592171, 1595501, 1597768, 1598103, 1607837, 1608235, 1637079, 1639813, 1645444, 1646405, 1651206, 1662930, 1677458, 1700293, 1701808, 1723197, 1736021, 1751321, 1797138, 1805793, 1807138, 1808154, 1809560, 1810490, 1811213, 1812066)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2021-11-15
13592,"(44082, 87396, 162608, 196920, 550305, 721853, 740854, 863751, 917570, 918010, 923209, 964662, 969641, 1003413, 1057965, 1084581, 1087867, 1091385, 1122644, 1136580, 1142077, 1142342, 1143800, 1163181, 1171274, 1182947, 1186236, 1215447, 1217521, 1226615, 1229149, 1229628, 1231025, 1240046, 1243997, 1244563, 1253129, 1265318, 1266339, 1268362, 1269380, 1269467, 1269680, 1276047, 1276204, 1280274, 1280670, 1281165, 1285301, 1285534, 1286136, 1295521, 1297741, 1297790, 1297810, 1297838, 1297853, 1297859, 1297953, 1297958, 1298016, 1298117, 1298154, 1298193, 1298197, 1298251, 1298264, 1298467, 1298935, 1298937, 1299382, 1299383, 1300061, 1301217, 1303089, 1303421, 1303640, 1304817, 1307268, 1308991, 1329602, 1385647, 1387236, 1435869, 1459303, 1496230, 1575620, 1627274, 1712406, 1726105, 1728575, 1728700, 1728840, 1729072, 1729602, 1730283, 1730999, 1731669, 1731773, 1732065)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2021-11-04
16603,"(34226, 50518, 474317, 557332, 738881, 762346, 790218, 838320, 839076, 871331, 882202, 938950, 1007072, 1037914, 1071757, 1090577, 1107595, 1109257, 1134755, 1136100, 1138999, 1153319, 1157055, 1161676, 1175134, 1184526, 1190430, 1192398, 1200541, 1202505, 1207594, 1214131, 1242801, 1247622, 1265976, 1290233, 1318965, 1334097, 1340324, 1348874, 1382959, 1388096, 1418205, 1427021, 1448755, 1490559, 1512769, 1522045, 1528824, 1536683, 1540003, 1540157, 1540264, 1540303, 1540358, 1540697, 1540845, 1541066, 1541755, 1542136, 1542193, 1542680, 1542697, 1544197, 1554531, 1560463, 1605272, 1605513, 1614389, 1620819, 1631438, 1632531, 1640219, 1697595, 1705382, 1711546, 1717687, 1726702, 1730132, 1730236, 1730274, 1732485, 1732575, 1732847, 1733054, 1733148, 1733250, 1733290, 1733545, 1733654, 1733839, 1734106, 1734258, 1734743, 1734750, 1735035, 1736248, 1737608, 1738256, 1739694)","(0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2021-11-05
14756,"(104421, 609558, 756450, 778456, 870170, 908742, 910029, 918420, 922100, 933340, 965361, 986731, 1037158, 1058465, 1086410, 1098422, 1115043, 1138618, 1145733, 1176875, 1187960, 1202907, 1210245, 1216741, 1222486, 1223905, 1229840, 1260839, 1262775, 1270152, 1274423, 1282323, 1286276, 1308790, 1310662, 1311216, 1319314, 1329291, 1337802, 1340562, 1347907, 1353363, 1375740, 1378900, 1384812, 1385216, 1385311, 1388222, 1388243, 1391773, 1391940, 1392600, 1393402, 1393419, 1395631, 1396524, 1405397, 1408361, 1423917, 1430394, 1442652, 1442794, 1442834, 1443011, 1443050, 1444141, 1450657, 1452198, 1458041, 1459201, 1467543, 1499086, 1502881, 1509118, 1521552, 1521781, 1524090, 1526178, 1557510, 1558098, 1565748, 1585612, 1594942, 1656233, 1671886, 1673435, 1687909, 1711447, 1720891, 1724625, 1725265, 1737828, 1739667, 1739770, 1741079, 1741380, 1743105, 1745547, 1745941, 1746559)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2021-11-06
17158,"(14175, 31981, 588585, 617429, 730679, 755208, 861751, 928014, 943626, 957112, 1010868, 1023216, 1050519, 1064257, 1083801, 1090081, 1090985, 1104774, 1117694, 1126780, 1142067, 1160566, 1170587, 1232667, 1258217, 1329403, 1331985, 1358312, 1390880, 1398994, 1406500, 1453308, 1494072, 1494223, 1495945, 1510542, 1522045, 1525527, 1566774, 1580055, 1593048, 1593121, 1593345, 1593406, 1593415, 1593586, 1593625, 1593670, 1593671, 1593740, 1593750, 1593860, 1593913, 1593981, 1594117, 1594228, 1594353, 1594466, 1595401, 1597569, 1601581, 1602759, 1610199, 1624534, 1634728, 1637102, 1640949, 1641224, 1648749, 1654536, 1658051, 1667593, 1685504, 1686947, 1687516, 1691050, 1698790, 1705473, 1707755, 1715802, 1723259, 1733612, 1733868, 1734151, 1739788, 1740579, 1740987, 1741264, 1741382, 1741870, 1742101, 1742247, 1742862, 1743075, 1743134, 1743311, 1744271, 1744621, 1745195, 1745473)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2021-11-06
18409,"(168767, 187455, 675458, 736726, 751270, 800873, 808562, 852647, 960807, 968700, 984205, 1003356, 1036597, 1063530, 1076290, 1087741, 1087984, 1089844, 1105935, 1110215, 1144572, 1151902, 1155066, 1157092, 1161676, 1171965, 1192911, 1196848, 1224547, 1229252, 1253377, 1272107, 1275949, 1285132, 1297964, 1314412, 1323859, 1329214, 1354967, 1355351, 1414042, 1419966, 1421771, 1430922, 1440745, 1443243, 1453354, 1472821, 1490191, 1528171, 1530439, 1541140, 1549907, 1562437, 1574443, 1579818, 1600538, 1630758, 1632601, 1648772, 1652316, 1658214, 1661241, 1669401, 1671378, 1679524, 1680020, 1691010, 1692451, 1695641, 1696940, 1697136, 1697854, 1698677, 1703491, 1706370, 1706698, 1708385, 1718441, 1719693, 1720017, 1725888, 1729387, 1731994, 1737902, 1746668, 1747078, 1754054, 1754164, 1754568, 1755711, 1755810, 1755838, 1755967, 1757184, 1757201, 1757361, 1759136, 1759459, 1760479)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2021-11-08
17429,"(193568, 236953, 446969, 447649, 508396, 607289, 607389, 695100, 723610, 730871, 730898, 731331, 731687, 733100, 768721, 774861, 787204, 798900, 805795, 836769, 864447, 892009, 892018, 892159, 895161, 900509, 913166, 915942, 924916, 930148, 935097, 972857, 988689, 996188, 1003403, 1009462, 1015936, 1018026, 1018212, 1033648, 1034338, 1044190, 1064985, 1078294, 1086581, 1096360, 1111973, 1121216, 1124888, 1129666, 1133895, 1150880, 1173462, 1187512, 1188352, 1202193, 1214173, 1225696, 1228136, 1241817, 1247237, 1251301, 1253880, 1270529, 1273436, 1303426, 1310084, 1328622, 1380439, 1387422, 1392439, 1449103, 1454851, 1469745, 1485792, 1495805, 1505954, 1511868, 1567450, 1570987, 1599115, 1608821, 1617880, 1621942, 1623250, 1623312, 1623552, 1625906, 1693681, 1705012, 1705667, 1710310, 1714162, 1723465, 1734972, 1736293, 1760594, 1762406, 1769192, 1769578)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2021-11-10
12316,"(105683, 108289, 108650, 160867, 447415, 520067, 639404, 662031, 679930, 732548, 756162, 764800, 788038, 812299, 854145, 897556, 900080, 903174, 957466, 978518, 994496, 1009429, 1012620, 1038252, 1046864, 1048594, 1048703, 1049858, 1049859, 1049860, 1052010, 1076355, 1091469, 1095071, 1107356, 1109332, 1115779, 1116758, 1118114, 1137282, 1149110, 1150132, 1168740, 1183250, 1197690, 1228462, 1377366, 1389913, 1404642, 1497259, 1510075, 1514195, 1517504, 1519422, 1519724, 1524190, 1524390, 1549845, 1550502, 1566802, 1568321, 1574559, 1575066, 1575784, 1580185, 1582274, 1589652, 1646679, 1697480, 1697535, 1706943, 1734817, 1770416, 1771974, 1777798, 1782992, 1782993, 1783168, 1783187, 1783849, 1784148, 1784232, 1784269, 1784278, 1784366, 1785392, 1785599, 1785922, 1785954, 1786103, 1786146, 1786331, 1786447, 1786612, 1786994, 1787136, 1788028, 1788743, 1788836, 1789179)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2021-11-12
19104,"(76256, 614068, 747101, 755352, 767422, 775270, 777857, 883739, 1005004, 1007429, 1021190, 1022593, 1046452, 1057051, 1078976, 1099468, 1116618, 1129666, 1137254, 1141597, 1143140, 1160810, 1198801, 1216873, 1226610, 1233572, 1249608, 1253822, 1254919, 1262825, 1267537, 1270667, 1281615, 1283561, 1285572, 1300042, 1302619, 1307975, 1312445, 1320191, 1320541, 1321444, 1322379, 1328678, 1332536, 1350727, 1363016, 1365080, 1366961, 1398272, 1408486, 1442304, 1446721, 1452831, 1454011, 1486571, 1495861, 1498451, 1498692, 1510402, 1535938, 1539084, 1551156, 1561775, 1569674, 1581012, 1588714, 1592899, 1593189, 1609667, 1612686, 1617213, 1622354, 1622774, 1633047, 1646622, 1671378, 1675143, 1695167, 1698204, 1700963, 1701466, 1730265, 1731887, 1735829, 1739717, 1740031, 1758626, 1762939, 1764470, 1765234, 1766874, 1777755, 1778014, 1782364, 1783093, 1785803, 1788294, 1788606, 1789599)","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",2021-11-12
