Token,Nodes,Dates
786,"[158787, 160586, 159372, 160594, 160469, 160470, 160087, 160662, 8345, 158816, 160676, 158823, 160688, 160689, 76597, 160635, 56895]",2018-10-15
786,"[158787, 161160, 160586, 159372, 161169, 160594, 852, 160469, 160470, 160087, 160662, 161246, 158816, 161253, 158823, 161201, 76597]",2018-10-17
633,"[105153, 105154, 156481, 105348, 105605, 160910, 108305, 107285, 105498, 156444, 161628, 105322, 107375, 161649, 110201, 112445, 108350]",2018-10-19
633,"[105153, 105154, 155524, 163461, 105614, 107285, 105629, 162336, 161891, 108963, 156325, 163048, 105322, 107375, 105519, 105586, 105458]",2018-10-30
633,"[101632, 105153, 105154, 105671, 108305, 156755, 105683, 105343, 105498, 162397, 152994, 105322, 105775, 164847, 105714, 157053, 162559]",2018-11-05
850,"[165696, 164611, 165765, 163785, 71953, 163346, 163353, 165082, 163873, 164716, 164911, 156852, 165814, 164024, 164665, 107068, 164862]",2018-11-08
850,"[163783, 163785, 163791, 71953, 163346, 166098, 163353, 91874, 164716, 164911, 156852, 165814, 163960, 164665, 164157, 164862, 164159]",2018-11-10
633,"[105153, 105154, 156481, 105605, 105671, 108305, 107285, 108769, 106210, 152994, 91554, 108963, 105322, 105586, 105458, 167030, 164028]",2018-11-13
785,"[102401, 161987, 160517, 158022, 72916, 158357, 158298, 161976, 21600, 86242, 167715, 157926, 106024, 157803, 157166, 158136, 158334]",2018-11-16
786,"[158787, 159683, 166216, 162899, 163541, 160469, 160662, 160470, 63510, 160087, 158816, 167778, 164835, 167793, 159864, 167738, 167739]",2018-11-16
882,"[93888, 13953, 165762, 165761, 165764, 167049, 159370, 166986, 167753, 167754, 156428, 167770, 23523, 167146, 14448, 167731, 165815]",2018-11-16
850,"[166337, 164939, 71953, 166098, 166162, 164371, 163353, 167065, 167583, 167713, 168033, 164330, 164716, 165814, 164665, 164157, 164159]",2018-11-19
850,"[168320, 165765, 163783, 163784, 163785, 111627, 71953, 164115, 39319, 167065, 163353, 168281, 91874, 164330, 164716, 165814, 164157]",2018-11-21
668,"[107968, 156417, 153795, 112324, 166659, 35535, 108217, 107989, 111323, 108000, 108707, 7345, 164149, 107832, 168377, 82873, 162366]",2018-11-24
633,"[105153, 105154, 155524, 108305, 108626, 170197, 107285, 105498, 152994, 167656, 105322, 107375, 105329, 91506, 105527, 91068, 112445]",2018-12-04
936,"[170496, 170501, 170502, 170503, 93711, 102292, 76376, 168025, 87325, 169124, 169189, 169193, 169131, 105453, 169145, 169148, 170494]",2018-12-07
568,"[163078, 109580, 158732, 106638, 86288, 9425, 104597, 108694, 163098, 109468, 104480, 107936, 63714, 109029, 105592, 104379, 108479]",2018-12-10
568,"[106436, 132677, 95049, 109385, 95308, 104597, 108637, 108638, 104480, 102434, 103916, 106098, 156918, 93878, 104379, 158460, 102846]",2018-12-24
641,"[107009, 171207, 109320, 106696, 111819, 105743, 90842, 105886, 108703, 98208, 106469, 154922, 162796, 105716, 106749, 111930, 89533]",2018-12-24
850,"[164611, 165765, 163783, 176328, 166098, 163346, 171412, 163353, 18973, 91874, 170983, 164330, 177003, 176431, 171314, 165814, 164157]",2018-12-24
966,"[170699, 170388, 175511, 162073, 170267, 161246, 178088, 177641, 170858, 169259, 170478, 155311, 180783, 174966, 180727, 175291, 175933]",2019-01-03
534,"[112010, 160650, 160652, 160653, 160651, 107729, 168535, 175768, 168413, 155938, 180198, 154985, 161194, 102837, 155704, 156093, 157759]",2019-01-05
534,"[170816, 161795, 105156, 181701, 182022, 181705, 107729, 167060, 180198, 154985, 161194, 182064, 168370, 102837, 165113, 157115, 157116]",2019-01-07
858,"[181897, 181898, 181899, 92045, 181901, 153810, 181907, 181909, 153814, 181911, 181913, 181916, 181917, 181918, 166177, 181921, 181924]",2019-01-07
669,"[161217, 109185, 174787, 108295, 158989, 183630, 180240, 183313, 181650, 106965, 80407, 177305, 1771, 176044, 175534, 183289, 161214]",2019-01-12
641,"[107009, 171073, 111819, 106454, 102679, 182486, 171289, 80857, 98208, 106469, 154922, 112432, 49842, 107317, 111930, 106749, 106047]",2019-01-13
568,"[168449, 4934, 168007, 151180, 156436, 165844, 94231, 108376, 170584, 84068, 105829, 163686, 163962, 178603, 93874, 170106, 104379]",2019-01-14
1042,"[3587, 176580, 95305, 174669, 94031, 12693, 184407, 107096, 83481, 69341, 183774, 180385, 28070, 21227, 105708, 165877, 1529]",2019-01-20
641,"[107009, 13953, 109320, 111819, 105551, 106261, 102679, 155999, 98208, 23523, 154922, 162796, 168753, 49842, 105716, 107317, 106749]",2019-01-22
668,"[102286, 180240, 166163, 107989, 165975, 80407, 108003, 175523, 161214, 162343, 111791, 186095, 68595, 176115, 186041, 168766, 101439]",2019-01-22
568,"[160514, 186434, 132677, 156436, 104597, 56603, 108637, 108638, 104480, 110307, 84581, 106098, 108658, 167924, 88630, 170106, 162811]",2019-01-25
668,"[156417, 161217, 154809, 187396, 175561, 187406, 111311, 106965, 107989, 162844, 160604, 165277, 184126, 109297, 108217, 186234, 166334]",2019-01-30
966,"[183042, 170699, 187596, 171345, 178579, 168723, 175511, 162073, 170267, 69341, 178088, 170858, 175148, 170478, 181428, 171194, 155902]",2019-01-31
568,"[87682, 4934, 179275, 95308, 94031, 86483, 178131, 104597, 94231, 63642, 104348, 108637, 186908, 179293, 180646, 179440, 164670]",2019-02-09
966,"[170699, 182158, 178579, 168723, 185429, 186648, 162073, 170267, 69341, 178088, 170858, 182508, 170478, 155311, 171376, 174966, 185590]",2019-02-09
568,"[4934, 95308, 94031, 104597, 94231, 63642, 175965, 153122, 189221, 178603, 153582, 185392, 93874, 167924, 187320, 104379, 187132]",2019-02-11
668,"[161217, 110274, 180230, 189839, 184656, 156563, 108217, 107989, 174997, 162844, 188062, 189732, 77092, 189287, 108650, 161706, 174777]",2019-02-11
966,"[157001, 49165, 187728, 178579, 95446, 190935, 162073, 170267, 69341, 156766, 187107, 170858, 169259, 190957, 170478, 190967, 190910]",2019-02-18
534,"[170816, 191307, 187152, 187153, 186258, 107538, 167060, 169623, 175131, 102043, 156010, 168369, 168370, 191285, 165113, 169274, 170815]",2019-02-20
853,"[186368, 186375, 185228, 189840, 183312, 179475, 175515, 186460, 182558, 175391, 183082, 191276, 175215, 175216, 191284, 182711, 179448]",2019-02-20
668,"[112006, 163463, 191691, 189839, 159289, 107989, 174997, 106965, 111642, 101439, 1708, 160557, 191288, 174777, 107513, 161214, 100927]",2019-02-24
1061,"[187264, 179394, 191752, 89295, 186449, 191442, 191762, 188631, 191777, 191716, 191717, 182372, 191722, 191727, 190319, 191794, 180787]",2019-02-24
970,"[176321, 183235, 192517, 193099, 192525, 177233, 76376, 108537, 177252, 177255, 187497, 179753, 89835, 180846, 193072, 190327, 53817]",2019-03-03
785,"[102401, 190536, 157769, 159437, 85325, 158357, 158744, 185822, 158369, 107748, 183786, 194283, 157746, 194546, 194036, 158262, 21758]",2019-03-09
966,"[183042, 170699, 178579, 181268, 175511, 101756, 162073, 170267, 181342, 195360, 178088, 190957, 170478, 193583, 195634, 189116, 175933]",2019-03-14
1042,"[155842, 3587, 1161, 33801, 95305, 89887, 16353, 20962, 179811, 105255, 9770, 14894, 185135, 176754, 8564, 31734, 167862]",2019-03-15
568,"[106436, 132677, 4934, 190410, 104597, 108376, 194205, 108637, 104349, 84068, 185638, 178603, 104369, 92529, 88630, 104379, 159932]",2019-03-19
668,"[111169, 200326, 192200, 175561, 107989, 165975, 103193, 199580, 104349, 107998, 188062, 195232, 108003, 162404, 111666, 166195, 53503]",2019-03-19
966,"[182784, 183042, 170699, 95249, 178579, 194581, 95446, 175511, 162073, 170267, 181342, 178088, 178666, 170478, 193583, 181428, 175933]",2019-03-20
853,"[188672, 191812, 185924, 186375, 184392, 185805, 183443, 180757, 175515, 175391, 202537, 191276, 175216, 191284, 183990, 182711, 182710]",2019-03-21
1420,"[1026, 12109, 185485, 211214, 174547, 211290, 106843, 154652, 161696, 211361, 182753, 211556, 67495, 211305, 17579, 185656, 211067]",2019-03-31
966,"[181376, 183042, 193095, 170699, 178579, 181780, 181268, 162073, 175195, 170267, 156766, 181342, 178088, 170858, 155246, 170478, 181428]",2019-04-01
983,"[167937, 99344, 195162, 189658, 189596, 195996, 188956, 86242, 29994, 104875, 105708, 67949, 158191, 32628, 109688, 46138, 168575]",2019-04-03
785,"[158336, 102401, 214530, 157769, 158417, 206867, 213823, 154460, 162658, 195369, 50026, 156013, 108846, 110061, 213883, 158076, 158335]",2019-04-06
966,"[175232, 183042, 185349, 157001, 170699, 15503, 178579, 168723, 184536, 162073, 170267, 181342, 178088, 175528, 170858, 170478, 181428]",2019-04-06
966,"[181376, 183042, 185349, 193095, 181640, 170699, 178579, 170836, 162073, 170267, 69341, 181342, 178088, 170858, 70122, 170478, 170748]",2019-04-07
1133,"[83970, 207621, 25862, 157769, 192280, 107034, 213338, 188509, 108771, 181096, 210601, 215533, 10031, 192821, 207928, 162363, 103038]",2019-04-07
668,"[109185, 208899, 14275, 211461, 155139, 192200, 168520, 196434, 107989, 108757, 158807, 80407, 108377, 165975, 108003, 179627, 184311]",2019-04-08
1133,"[83970, 216911, 2135, 192280, 206809, 213786, 16353, 63714, 216997, 181096, 215533, 38446, 8564, 192821, 207928, 208185, 162363]",2019-04-10
1424,"[170688, 109445, 186245, 74312, 102026, 186833, 201490, 103193, 216929, 190309, 169958, 104875, 107117, 194285, 155182, 212016, 108537]",2019-04-11
1424,"[170688, 201290, 174547, 108756, 210968, 103193, 211034, 112474, 111453, 108003, 76136, 81451, 107117, 101229, 212016, 167792, 76790]",2019-04-19
829,"[182210, 89991, 162439, 162695, 166156, 225422, 107282, 162516, 153750, 183259, 162527, 162400, 187560, 162409, 155247, 156785, 162676]",2019-04-22
1424,"[195719, 218314, 174547, 108756, 210968, 103193, 228639, 228770, 190309, 169958, 67495, 183909, 223529, 107117, 72622, 212016, 167792]",2019-04-24
966,"[183042, 193095, 217166, 182033, 178579, 169110, 162073, 216729, 170267, 181342, 184865, 227046, 227816, 182057, 155246, 170478, 182071]",2019-04-28
1133,"[229714, 163730, 158357, 19415, 192280, 206809, 158362, 107034, 228826, 211613, 173031, 229866, 157676, 200749, 185453, 207665, 8564]",2019-04-28
1424,"[218309, 205446, 218312, 218320, 101330, 169110, 218326, 190110, 191073, 67495, 181096, 218344, 202415, 167792, 204530, 190771, 167870]",2019-04-29
668,"[176074, 230860, 183248, 158993, 175761, 95314, 107989, 106965, 165975, 104349, 196641, 108003, 162339, 189287, 230571, 8564, 168377]",2019-04-30
1030,"[231296, 231297, 230978, 231239, 111951, 231194, 230941, 189026, 228067, 102182, 187882, 161451, 231089, 102904, 231161, 193018, 171070]",2019-05-01
668,"[192200, 176074, 212748, 183248, 107989, 190934, 158807, 104349, 109279, 163872, 231737, 161706, 198062, 231731, 108217, 213306, 161214]",2019-05-02
1139,"[95296, 180546, 186833, 185556, 185557, 182230, 93525, 185560, 193177, 24030, 63904, 7842, 185576, 186153, 3243, 77484, 102899]",2019-05-04
966,"[183042, 187728, 178579, 170388, 182035, 169110, 192407, 153747, 216729, 162073, 170267, 181342, 227046, 170478, 174966, 182071, 183674]",2019-05-06
983,"[109078, 234712, 215838, 208803, 234794, 200619, 233452, 209452, 233455, 234289, 234866, 235123, 233460, 215797, 196277, 234812, 233470]",2019-05-11
970,"[30464, 189764, 170184, 235594, 211148, 95317, 169365, 226199, 154712, 104540, 231007, 231009, 197220, 177255, 91059, 8564, 162363]",2019-05-12
668,"[109185, 161217, 236227, 108295, 192200, 111311, 177683, 235475, 107989, 25494, 80407, 236248, 177305, 177501, 104349, 179811, 161706]",2019-05-13
829,"[182210, 166156, 225422, 162512, 162516, 236387, 18596, 162412, 67949, 162607, 91504, 156785, 50037, 162486, 164156, 14140, 162686]",2019-05-14
1139,"[95296, 30464, 186242, 186833, 111250, 185556, 185557, 58390, 93525, 185560, 235104, 7842, 198308, 224229, 3243, 14894, 9842]",2019-05-14
966,"[183042, 193095, 184598, 216729, 162073, 183834, 170267, 208029, 181342, 249054, 234082, 227046, 178088, 170478, 155246, 91634, 174966]",2019-05-19
1061,"[87680, 180739, 181706, 179853, 186449, 268499, 181973, 188885, 180504, 194781, 180702, 264485, 266927, 285040, 180342, 273211, 187967]",2019-05-19
1575,"[294017, 310033, 295058, 267411, 232531, 232344, 162649, 102937, 218266, 311132, 232860, 64349, 291872, 865, 275300, 236069, 57974]",2019-05-20
1030,"[237057, 166662, 179723, 111950, 111951, 86166, 231771, 1052, 230876, 230877, 189026, 188131, 231397, 234733, 311344, 376178, 390268]",2019-05-24
1658,"[390340, 238086, 174540, 372878, 71310, 238097, 201490, 237721, 235549, 234598, 229354, 155308, 276913, 87541, 15670, 234616, 183741]",2019-05-25
829,"[391171, 166156, 225422, 162516, 379161, 162398, 162722, 236387, 237283, 162407, 162607, 154544, 164156, 162748, 153789, 162686, 162367]",2019-05-27
1658,"[391937, 392067, 3587, 14664, 192782, 167887, 36626, 237913, 234522, 392287, 52524, 392110, 234676, 102197, 248693, 204922, 236732]",2019-05-30
668,"[182787, 192520, 192200, 235785, 392331, 392590, 107989, 170910, 233185, 7010, 179811, 229354, 108650, 160557, 109297, 91442, 161214]",2019-05-31
1139,"[64834, 95107, 195719, 186833, 185556, 185557, 165974, 185560, 7842, 165093, 186153, 107178, 3243, 233137, 9842, 85363, 102899]",2019-05-31
1681,"[14923, 104143, 190351, 169556, 70102, 154840, 1053, 63391, 162591, 390117, 160229, 159142, 167146, 103918, 87471, 168251, 392445]",2019-05-31
1030,"[392135, 392330, 392266, 237709, 392789, 230941, 230877, 189026, 355557, 165093, 216040, 230825, 392682, 237419, 235116, 231286, 230847]",2019-06-01
966,"[183042, 90691, 183437, 194317, 170388, 162073, 234587, 170267, 181342, 227046, 317096, 178088, 394605, 170478, 155246, 394548, 181428]",2019-06-07
668,"[109185, 391170, 108741, 192200, 176074, 156751, 394258, 196434, 107989, 161706, 198062, 395056, 91442, 264373, 175673, 73275, 161214]",2019-06-08
1139,"[64834, 185871, 186833, 185556, 185557, 185558, 165974, 93525, 185562, 162271, 7842, 186153, 3243, 186545, 85363, 394164, 71542]",2019-06-11
668,"[391170, 192200, 174795, 107989, 104288, 161706, 108650, 160557, 188913, 169074, 264373, 175158, 183670, 108217, 186234, 956, 161214]",2019-06-12
668,"[348673, 391170, 396675, 192200, 176074, 107989, 171094, 158807, 179811, 396582, 161706, 108650, 160557, 176302, 108271, 159289, 161214]",2019-06-13
1805,"[235534, 396687, 87953, 200340, 112157, 275870, 107103, 208605, 126046, 189026, 54690, 163879, 104807, 9459, 20344, 110590, 162687]",2019-06-13
1604,"[90691, 395780, 395782, 390026, 167821, 95440, 344209, 396307, 396948, 169110, 95447, 200288, 108648, 200619, 392044, 93167, 391227]",2019-06-14
1660,"[240836, 4869, 157769, 105677, 157263, 29138, 47378, 397462, 397464, 1946, 163879, 12856, 237419, 193579, 174571, 20344, 187455]",2019-06-15
1030,"[230467, 394374, 396743, 234250, 237709, 396692, 362525, 396641, 189026, 396260, 232549, 216040, 237419, 235116, 395692, 393264, 193018]",2019-06-16
668,"[391170, 182787, 108741, 192200, 176074, 394258, 107989, 104349, 179811, 179301, 198062, 188913, 111665, 233527, 108217, 73275, 161214]",2019-06-17
1311,"[223427, 195076, 237320, 72457, 186833, 219733, 398809, 394396, 300831, 193824, 208225, 398693, 222566, 237996, 233589, 231669, 194107]",2019-06-19
1311,"[223427, 217672, 167760, 224210, 102292, 394396, 193824, 228453, 222566, 230504, 237996, 392044, 399470, 398195, 224628, 399738, 399675]",2019-06-22
1786,"[400196, 397452, 399374, 395544, 395802, 396448, 396832, 400164, 400165, 400166, 400167, 397415, 160620, 400175, 400177, 395190, 396023]",2019-06-24
1030,"[397440, 394117, 396742, 396810, 111951, 399329, 189026, 232549, 392682, 230955, 399468, 399469, 191535, 311344, 390833, 401206, 231798]",2019-06-27
1311,"[193856, 401350, 230982, 222664, 215432, 159370, 186060, 399571, 193684, 219733, 226070, 193824, 390307, 228453, 222566, 237996, 401397]",2019-06-27
1604,"[158336, 237449, 167821, 169110, 397847, 397272, 392158, 197668, 393254, 390183, 392044, 93167, 399922, 201716, 186486, 79609, 294075]",2019-07-01
966,"[403008, 403201, 402694, 402696, 402698, 402706, 391959, 162073, 402203, 170267, 181342, 402718, 403243, 402732, 403250, 394548, 402743]",2019-07-03
1575,"[404676, 404868, 234057, 404756, 405014, 405015, 232601, 232413, 190818, 404772, 235236, 404969, 404847, 404850, 404787, 404341, 404924]",2019-07-07
1659,"[385863, 105800, 351757, 83277, 351761, 58390, 400281, 285148, 223518, 362659, 94311, 398442, 400426, 293932, 351914, 12856, 402491]",2019-07-10
668,"[111169, 407042, 208899, 83074, 108295, 192200, 407177, 176074, 405390, 400401, 107989, 179811, 153959, 393967, 405296, 401469, 405438]",2019-07-14
1139,"[401800, 398924, 185556, 404504, 185562, 185565, 399326, 188131, 402153, 3243, 190128, 14448, 402162, 324084, 2549, 394164, 76661]",2019-07-16
1604,"[406592, 407625, 390026, 398733, 167821, 397390, 169110, 392664, 390183, 392044, 189676, 4334, 392687, 399922, 9459, 186486, 397369]",2019-07-17
666,"[158848, 231942, 156233, 111882, 131724, 237201, 402403, 189731, 112421, 112420, 155177, 154355, 158964, 223097, 156029, 158846, 158847]",2019-07-21
666,"[158848, 156233, 111882, 151314, 402403, 112420, 112421, 148840, 155177, 112172, 165103, 112242, 158964, 157045, 156475, 156029, 158847]",2019-07-25
853,"[186368, 294536, 232909, 230288, 180757, 185879, 175515, 186460, 182558, 237412, 236901, 183082, 236016, 191473, 185138, 191284, 179448]",2019-07-28
1658,"[414913, 414914, 235393, 14664, 174540, 414415, 105043, 169244, 414687, 233317, 876, 238060, 161458, 192821, 15670, 391160, 46138]",2019-07-31
1311,"[416453, 407560, 416271, 391826, 219733, 395225, 193824, 407201, 416161, 415779, 210279, 414312, 223469, 413487, 409264, 224628, 195002]",2019-08-03
668,"[182787, 192200, 418121, 176074, 4299, 106965, 107989, 418071, 405976, 60249, 417821, 409765, 404779, 193069, 418226, 414261, 70462]",2019-08-07
668,"[401472, 182787, 108295, 424651, 402384, 108217, 107989, 106965, 179811, 108007, 420968, 230894, 91442, 419891, 158839, 174777, 107513]",2019-08-16
1814,"[232069, 402949, 393736, 417614, 404952, 408413, 426526, 401062, 417192, 410536, 426664, 400619, 414576, 400885, 105592, 401403, 151358]",2019-08-22
1575,"[397567, 428300, 396435, 428307, 428187, 421342, 236256, 428128, 233058, 428321, 428324, 428137, 170793, 171380, 403639, 170232, 428351]",2019-08-25
1575,"[429187, 169670, 234832, 396435, 429267, 429142, 408985, 428889, 102937, 429018, 64349, 236256, 428128, 429217, 429098, 429165, 429171]",2019-08-28
829,"[421510, 162439, 225422, 162511, 419602, 402709, 153750, 377816, 163226, 394279, 91504, 15220, 60789, 430772, 162748, 235070, 162367]",2019-09-02
2164,"[186432, 431495, 431049, 431051, 92045, 181711, 431504, 430932, 406878, 180448, 430882, 431014, 165222, 428398, 429878, 430909, 94143]",2019-09-04
